image_name,image_type,levels_of_scale,strong_centers,boundaries,alternating_repetition,positive_space,good_shape,local_symmetries,deep_interlock_and_ambiguity,contrast,gradients,roughness,echoes,the_void,simplicity_and_inner_calm,not_separateness
1659.jpg,urban,8,6,7,5,7,6,4,8,8,9,9,7,6,7,8
1664.jpg,urban,4,6,5,3,7,6,3,4,5,7,8,5,8,8,7
1665.jpg,urban,4,6,5,3,6,6,5,4,7,7,8,5,7,8,7
1674.jpg,urban,6,4,5,6,5,5,6,3,6,7,7,7,6,6,5
1677.jpg,urban,6,5,8,4,7,7,3,6,6,8,7,5,8,8,9
1680.jpg,urban,4,3,6,5,4,5,6,3,6,7,6,5,7,6,7
1684.jpg,urban,7,6,8,5,7,6,5,6,8,7,8,6,6,8,8
1686.jpg,urban,6,7,5,4,5,6,5,4,6,7,7,5,6,7,8
1692.jpg,urban,3,6,7,4,5,6,3,4,6,7,8,5,8,7,6
1694.jpg,urban,7,8,9,6,8,7,5,8,7,8,9,7,6,8,9
1695.jpg,urban,6,5,7,4,6,7,3,6,6,8,8,5,7,7,8
1709.jpg,urban,7,6,8,7,6,5,4,6,7,8,8,7,7,8,9
1710.jpg,urban,6,7,8,5,6,6,7,5,7,8,8,6,7,7,8
1730.jpg,urban,6,4,7,5,7,6,3,6,6,8,7,6,8,8,8
1736.jpg,urban,6,5,4,3,4,3,4,5,6,7,8,5,6,5,6
1742.jpg,urban,8,9,9,6,8,8,7,7,8,7,8,7,6,8,9
1755.jpg,urban,7,6,8,5,6,7,6,7,7,8,8,6,5,7,8
1756.jpg,urban,6,4,7,5,6,5,3,6,6,8,7,6,7,8,8
1770.jpg,urban,4,3,2,2,2,2,3,2,5,3,6,4,2,1,2
1773.jpg,urban,4,3,5,6,3,4,5,4,6,4,7,6,4,3,5
1779.jpg,urban,4,3,6,5,5,4,6,3,6,7,5,4,7,6,5
1790.jpg,urban,6,4,5,5,4,4,3,3,6,5,7,5,6,5,6
1792.jpg,urban,6,4,5,3,4,5,6,4,6,7,7,5,3,5,7
1799.jpg,urban,6,7,5,4,7,6,8,6,7,8,7,6,8,8,7
1807.jpg,urban,7,8,8,6,7,7,6,6,6,8,8,7,7,8,9
1808.jpg,urban,6,4,7,3,5,4,5,6,7,6,8,5,4,5,7
1813.jpg,urban,3,2,4,3,2,3,5,2,4,3,6,4,3,2,3
1815.jpg,urban,8,9,7,6,8,8,7,7,8,7,8,7,8,9,8
1816.jpg,urban,8,7,6,5,6,7,6,8,7,8,9,7,5,6,8
1819.jpg,urban,6,5,4,7,4,5,3,6,6,7,8,6,7,7,8
1821.jpg,urban,8,6,7,5,7,6,4,7,8,9,8,6,6,7,8
1826.jpg,urban,4,3,6,7,4,5,6,2,6,7,3,6,5,4,5
1828.jpg,urban,8,7,8,7,8,7,6,9,6,9,8,8,7,9,9
1840.jpg,urban,6,4,5,3,5,4,3,3,7,8,8,4,7,6,7
1843.jpg,urban,7,8,7,5,6,7,6,6,6,7,7,5,8,8,8
1847.jpg,urban,8,7,8,6,7,7,6,8,7,8,9,7,8,9,9
1848.jpg,urban,8,7,8,6,7,7,8,6,7,7,8,7,6,8,8
1885.jpg,urban,6,7,5,3,7,6,4,6,6,8,8,5,8,8,9
1887.jpg,urban,7,6,8,5,6,7,6,8,8,7,8,6,5,7,8
1889.jpg,urban,3,4,6,2,3,2,2,2,5,6,7,3,7,4,3
1892.jpg,urban,7,6,8,5,7,6,4,6,7,8,8,7,6,8,9
1895.jpg,urban,6,7,8,4,7,6,7,5,6,8,7,6,8,8,8
1896.jpg,urban,7,8,7,6,6,7,5,6,7,8,8,7,7,8,8
1910.jpg,urban,4,3,5,2,3,3,2,2,6,4,6,3,4,3,4
1911.jpg,urban,6,5,7,6,5,6,4,5,7,8,8,7,6,8,8
1912.jpg,urban,4,3,6,7,4,5,6,3,6,7,5,6,5,4,6
1926.jpg,urban,6,5,7,4,6,5,4,3,6,7,8,5,7,8,7
1934.jpg,urban,4,3,6,5,4,5,6,3,6,7,6,5,5,6,7
1937.jpg,urban,6,4,7,5,5,6,6,4,6,8,7,6,7,8,7
1943.jpg,urban,7,8,6,5,6,5,6,7,7,6,8,7,7,6,8
3.jpg,landscape,4,3,5,4,6,5,3,3,4,7,8,6,8,8,7
6.jpg,landscape,9,6,8,7,8,8,5,9,9,8,10,8,7,7,9
8.jpg,landscape,8,7,6,5,7,8,4,6,7,9,8,7,8,9,9
9.jpg,landscape,7,8,6,4,7,8,5,6,7,9,9,7,8,9,9
11.jpg,landscape,7,5,8,6,6,7,4,7,8,8,8,7,8,8,9
13.jpg,landscape,6,4,5,3,7,6,3,7,4,8,8,6,8,9,9
18.jpg,landscape,6,5,7,4,6,5,6,5,6,7,8,5,7,7,8
21.jpg,landscape,6,5,7,4,5,4,3,6,6,7,8,5,6,7,8
24.jpg,landscape,4,3,5,2,6,5,2,3,4,7,6,4,8,8,7
25.jpg,landscape,4,3,5,6,4,3,4,2,6,3,5,5,5,4,3
31.jpg,landscape,4,3,6,5,4,5,4,3,5,6,7,5,6,7,6
33.jpg,landscape,3,2,6,5,4,3,4,2,4,6,6,5,7,6,5
46.jpg,landscape,6,4,7,5,5,4,3,6,6,8,8,5,7,6,7
47.jpg,landscape,4,3,5,6,4,4,3,2,5,6,7,6,6,5,4
51.jpg,landscape,7,8,8,6,7,7,5,6,8,9,8,7,8,9,9
52.jpg,landscape,4,3,5,2,3,4,5,2,6,6,7,4,4,5,4
57.jpg,landscape,6,7,5,4,5,6,6,3,7,6,5,5,8,7,4
58.jpg,landscape,6,5,7,6,7,6,4,3,5,8,7,7,8,8,8
61.jpg,landscape,7,6,8,5,7,6,7,6,8,7,8,6,8,8,7
62.jpg,landscape,7,6,8,5,6,7,4,6,7,8,9,7,5,7,8
63.jpg,landscape,8,7,8,4,7,6,5,7,8,9,8,6,8,8,9
65.jpg,landscape,7,6,8,5,7,6,4,5,7,8,7,6,8,8,9
67.jpg,landscape,7,4,6,3,5,6,2,6,8,8,9,7,6,7,8
69.jpg,landscape,4,7,6,3,8,6,7,3,6,8,5,4,9,9,8
70.jpg,landscape,8,7,6,5,7,8,4,6,7,9,9,8,6,8,9
74.jpg,landscape,9,8,7,6,8,8,5,9,8,9,9,7,7,9,10
75.jpg,landscape,6,5,7,4,6,5,3,7,6,8,8,6,7,8,9
81.jpg,landscape,7,6,8,5,7,6,4,7,6,8,8,7,6,8,9
87.jpg,landscape,8,7,9,6,8,7,5,8,9,8,9,7,7,8,9
90.jpg,landscape,6,5,7,6,6,5,4,5,6,7,8,7,5,7,8
92.jpg,landscape,6,4,5,7,4,5,6,6,5,7,8,7,6,7,8
95.jpg,landscape,6,7,8,5,4,5,6,7,8,7,9,6,6,5,8
96.jpg,landscape,6,4,7,5,6,5,3,6,5,8,8,6,7,8,8
97.jpg,landscape,8,6,7,5,7,8,4,7,6,9,9,8,8,9,9
98.jpg,landscape,7,6,5,4,6,7,3,5,6,8,8,7,7,8,8
100.jpg,landscape,8,9,7,6,8,8,7,6,8,9,8,8,9,9,9
101.jpg,landscape,6,7,8,4,7,6,3,5,6,8,8,5,8,8,9
104.jpg,landscape,8,7,6,7,8,7,5,6,7,8,9,8,7,8,9
105.jpg,landscape,4,3,6,5,5,4,3,2,4,7,6,5,8,8,7
109.jpg,landscape,8,7,6,5,7,6,4,9,8,9,9,7,8,8,9
111.jpg,landscape,6,8,7,4,8,7,6,5,9,8,8,6,9,9,8
115.jpg,landscape,8,6,7,8,7,8,5,7,6,9,9,8,8,9,9
117.jpg,landscape,4,3,6,2,7,5,3,4,5,8,7,6,8,8,7
120.jpg,landscape,8,7,9,6,7,8,5,7,8,9,9,8,8,9,9
124.jpg,landscape,4,3,6,5,4,4,5,2,6,5,4,5,6,6,4
126.jpg,landscape,7,8,6,4,7,8,3,6,8,9,9,8,8,9,9
127.jpg,landscape,8,7,8,6,7,7,5,8,9,9,9,8,8,8,9
128.jpg,landscape,6,4,7,5,6,7,3,6,7,8,7,6,8,8,8
130.jpg,landscape,7,5,6,4,5,6,3,8,6,8,9,7,6,7,8
133.jpg,landscape,7,8,9,6,7,6,5,8,9,8,9,7,8,8,9
139.jpg,landscape,6,5,7,4,6,7,3,8,6,8,9,7,5,7,9
142.jpg,landscape,8,6,7,5,7,8,4,6,7,9,8,7,8,9,9
143.jpg,landscape,8,7,6,5,7,7,4,6,8,9,9,7,8,8,9
154.jpg,landscape,8,6,8,5,7,7,4,7,8,9,9,6,7,8,9
155.jpg,landscape,9,7,8,6,8,8,5,9,8,9,9,7,8,8,9
157.jpg,landscape,8,6,7,5,7,8,4,6,7,9,8,7,8,9,9
158.jpg,landscape,8,6,7,5,7,8,4,7,6,9,9,7,8,8,9
159.jpg,landscape,7,9,8,4,8,7,5,6,8,9,9,6,7,8,9
164.jpg,landscape,7,6,8,5,8,7,9,6,6,8,7,8,9,9,8
167.jpg,landscape,6,4,7,5,5,6,3,4,6,8,7,6,7,8,8
168.jpg,landscape,8,7,8,6,9,8,5,8,7,9,9,7,8,9,9
170.jpg,landscape,8,7,8,6,7,7,5,7,8,9,8,7,8,8,9
172.jpg,landscape,7,6,5,4,6,5,4,6,7,8,8,6,7,7,8
173.jpg,landscape,7,8,6,4,7,6,5,4,8,8,8,6,9,9,8
177.jpg,landscape,8,7,8,6,8,7,6,8,7,9,8,7,8,9,9
187.jpg,landscape,6,5,7,4,8,7,3,6,6,8,7,5,8,9,8
188.jpg,landscape,8,7,8,6,8,7,6,9,8,9,8,7,7,8,9
189.jpg,landscape,8,9,7,6,8,7,5,7,8,9,9,8,7,8,9
190.jpg,landscape,8,7,8,6,7,7,6,8,7,8,8,7,6,8,9
191.jpg,landscape,6,5,7,4,8,7,3,6,5,8,7,6,9,8,8
192.jpg,landscape,7,8,8,6,7,7,8,6,7,8,8,7,7,8,9
196.jpg,landscape,6,4,7,5,6,7,3,5,6,8,9,7,8,8,9
197.jpg,landscape,8,6,7,5,7,8,4,7,6,9,8,7,8,9,9
205.jpg,landscape,6,7,8,5,8,7,4,6,7,8,7,6,8,8,8
206.jpg,landscape,8,6,7,5,7,8,4,7,6,9,9,7,8,8,9
210.jpg,landscape,7,5,6,4,8,7,3,6,5,8,9,7,8,8,9
212.jpg,landscape,6,4,5,5,4,4,3,3,6,5,6,5,5,4,5
214.jpg,landscape,7,8,6,4,7,8,6,5,7,8,8,7,8,9,8
218.jpg,landscape,7,6,8,5,7,6,4,7,6,8,8,7,8,8,9
219.jpg,landscape,8,6,7,5,7,8,4,6,8,9,8,7,8,9,9
222.jpg,landscape,6,7,8,5,7,7,4,6,6,8,8,7,8,8,9
226.jpg,landscape,8,7,9,6,8,8,5,7,8,9,9,7,8,8,9
235.jpg,landscape,7,6,8,5,8,7,4,6,8,9,7,6,7,9,9
243.jpg,landscape,8,6,7,4,7,6,3,7,6,8,8,7,8,8,9
245.jpg,landscape,6,4,5,3,7,6,3,4,5,8,7,6,8,8,7
247.jpg,landscape,6,3,7,4,5,4,3,6,6,8,8,7,7,7,8
249.jpg,landscape,8,7,6,5,7,6,4,8,6,8,9,7,8,8,9
254.jpg,landscape,8,7,9,6,8,7,5,8,9,7,9,7,8,8,9
257.jpg,landscape,8,6,7,5,7,8,4,6,8,9,9,7,6,8,9
258.jpg,landscape,8,9,9,6,8,9,5,7,9,8,9,7,8,8,9
259.jpg,landscape,8,7,8,5,7,6,4,7,6,8,9,6,8,8,9
260.jpg,landscape,9,7,8,6,8,8,5,9,9,8,9,7,8,7,9
261.jpg,landscape,8,7,6,5,7,6,4,8,8,9,9,7,6,8,9
266.jpg,landscape,8,6,7,5,7,8,4,7,8,9,9,8,6,8,9
274.jpg,landscape,8,7,8,6,9,8,5,7,6,9,8,8,9,9,9
275.jpg,landscape,8,7,8,6,7,8,7,7,8,8,8,7,6,8,9
277.jpg,landscape,7,4,6,5,6,7,3,8,6,8,9,7,7,8,9
284.jpg,landscape,8,7,6,5,7,6,4,8,6,8,9,7,6,8,9
288.jpg,landscape,8,6,7,5,7,8,4,7,8,9,9,7,8,8,9
291.jpg,landscape,6,4,5,3,7,6,3,5,4,8,8,6,8,8,9
293.jpg,landscape,6,7,8,5,7,6,4,6,6,8,8,7,7,8,9
296.jpg,landscape,4,5,6,3,4,4,3,2,5,6,7,4,6,7,6
304.jpg,landscape,7,6,8,5,8,7,6,4,8,9,8,7,9,9,9
308.jpg,landscape,8,7,8,6,7,8,5,9,8,9,9,7,8,8,9
309.jpg,landscape,7,5,6,8,6,7,6,7,8,8,9,8,7,8,9
317.jpg,landscape,4,3,6,5,4,3,4,2,6,7,6,5,7,6,4
327.jpg,landscape,8,6,7,5,7,6,4,7,6,8,9,7,8,8,9
329.jpg,landscape,6,5,4,3,5,6,3,7,6,8,9,7,7,8,9
335.jpg,landscape,8,6,7,5,6,7,4,7,6,8,8,7,7,7,8
338.jpg,landscape,7,6,8,5,7,6,4,6,7,8,8,6,8,9,9
342.jpg,landscape,6,4,7,5,6,5,6,4,6,7,7,6,7,8,7
350.jpg,landscape,8,6,7,5,7,6,4,7,8,9,8,6,8,8,9
352.jpg,landscape,7,5,8,6,7,6,4,8,6,9,8,7,8,8,9
355.jpg,landscape,6,7,5,4,8,7,3,4,6,8,7,8,9,9,8
357.jpg,landscape,8,7,6,5,7,8,6,7,9,9,9,8,8,9,9
362.jpg,landscape,8,6,7,5,8,7,4,7,6,9,8,7,8,9,9
363.jpg,landscape,8,7,6,5,7,8,4,9,6,8,9,7,6,8,9
366.jpg,landscape,7,6,8,5,7,8,4,7,6,9,9,8,8,9,9
368.jpg,landscape,8,6,7,5,7,6,4,8,9,8,9,7,6,8,9
375.jpg,landscape,8,6,7,7,7,8,5,8,7,8,9,8,7,8,9
376.jpg,landscape,8,6,7,5,6,7,4,8,8,7,9,6,5,7,8
379.jpg,landscape,8,6,7,7,8,7,5,8,8,9,9,8,7,8,9
388.jpg,landscape,6,5,7,4,6,5,4,6,7,8,7,5,8,7,8
391.jpg,landscape,6,4,7,5,8,7,3,6,6,8,7,6,8,8,9
392.jpg,landscape,7,5,8,6,4,5,3,9,7,6,8,7,5,3,8
408.jpg,landscape,6,5,7,4,6,7,3,5,6,8,8,6,8,9,9
419.jpg,landscape,7,8,8,6,8,7,7,8,9,8,8,7,9,9,9
422.jpg,landscape,8,7,8,6,8,7,5,7,6,9,8,8,9,9,9
431.jpg,landscape,6,4,7,5,6,5,3,4,6,7,8,6,7,8,8
435.jpg,landscape,6,5,7,4,7,6,3,4,6,8,7,5,8,8,7
448.jpg,landscape,7,9,6,4,8,7,7,5,6,8,8,6,8,9,9
449.jpg,landscape,8,7,6,5,8,7,6,7,8,7,8,7,8,8,9
456.jpg,landscape,6,4,7,3,5,4,5,3,8,7,8,4,6,5,4
460.jpg,landscape,6,4,7,5,6,5,3,5,6,8,7,6,8,8,7
487.jpg,landscape,4,6,7,3,5,6,7,3,6,8,4,5,7,6,4
493.jpg,landscape,8,7,9,4,8,8,5,7,9,9,8,6,9,9,8
497.jpg,landscape,7,5,8,4,6,6,3,6,7,8,8,6,8,7,8
498.jpg,landscape,4,3,2,6,2,2,3,5,6,7,8,4,7,3,4
512.jpg,landscape,6,5,7,4,6,5,3,6,6,8,8,6,7,7,8
517.jpg,landscape,8,6,7,5,7,8,4,6,7,9,8,7,8,9,9
519.jpg,landscape,7,6,8,5,7,6,5,7,8,8,6,6,7,7,8
523.jpg,landscape,7,6,8,5,7,7,4,6,6,8,8,7,7,8,9
526.jpg,landscape,7,6,8,7,7,6,5,8,6,8,8,7,8,8,9
527.jpg,landscape,4,6,7,5,6,5,7,3,4,6,7,6,8,7,8
534.jpg,landscape,6,5,4,3,4,4,3,3,6,7,8,5,6,3,6
537.jpg,landscape,8,7,6,7,7,6,4,8,7,9,9,8,6,8,9
544.jpg,landscape,6,5,7,4,6,5,3,6,7,8,8,6,7,7,8
546.jpg,landscape,6,5,7,4,6,5,3,6,6,8,8,5,7,7,8
551.jpg,landscape,9,7,8,6,8,7,5,9,8,9,9,8,7,9,10
554.jpg,landscape,4,7,5,3,6,6,5,4,7,8,8,5,7,8,9
562.jpg,landscape,6,7,8,4,7,6,5,7,6,8,8,6,8,8,9
571.jpg,landscape,8,7,6,5,8,7,4,7,6,9,9,8,8,9,9
572.jpg,landscape,8,7,6,5,7,8,4,6,7,9,9,8,8,9,9
575.jpg,landscape,8,7,6,5,7,8,4,7,6,9,9,8,8,9,9
576.jpg,landscape,7,6,8,5,7,8,4,7,8,9,9,7,8,8,9
577.jpg,landscape,8,6,7,5,7,8,4,7,6,9,9,8,8,9,9
578.jpg,landscape,8,7,6,5,7,8,4,7,6,9,9,8,6,8,9
579.jpg,landscape,7,5,8,6,7,8,4,6,7,9,8,7,8,9,9
580.jpg,landscape,7,5,8,6,7,6,4,5,7,8,8,7,8,8,9
597.jpg,landscape,8,7,6,5,8,7,4,6,7,9,8,7,8,9,9
604.jpg,landscape,4,3,4,5,6,5,3,2,4,6,7,6,8,7,6
607.jpg,landscape,4,3,5,2,3,2,4,2,6,5,4,3,4,3,2
615.jpg,landscape,7,8,9,6,8,8,9,5,7,6,6,8,7,8,7
616.jpg,landscape,6,5,7,4,8,7,3,6,6,8,7,6,8,8,9
619.jpg,landscape,8,7,9,5,8,8,4,7,9,8,9,7,8,9,9
621.jpg,landscape,7,5,8,6,7,8,4,7,8,9,9,7,8,8,9
623.jpg,landscape,7,6,8,7,6,7,8,5,8,6,9,7,7,8,8
634.jpg,landscape,8,6,7,5,7,8,4,6,8,9,8,7,8,9,9
638.jpg,landscape,3,2,4,5,3,3,4,2,6,2,3,5,4,3,2
642.jpg,landscape,6,5,4,3,7,6,4,3,8,8,8,5,8,9,8
644.jpg,landscape,6,4,5,3,4,5,3,6,6,8,8,7,7,8,8
661.jpg,landscape,7,6,8,5,7,8,4,6,7,9,8,7,8,9,9
663.jpg,landscape,8,6,7,5,7,8,4,6,5,9,9,8,8,9,9
665.jpg,landscape,7,6,8,5,7,6,4,7,8,9,9,7,8,8,9
666.jpg,landscape,8,6,7,5,7,8,4,7,6,9,9,8,8,9,9
667.jpg,landscape,6,5,4,3,5,7,3,6,4,8,9,7,6,8,9
668.jpg,landscape,6,5,4,3,7,6,3,5,4,8,8,6,8,9,8
673.jpg,landscape,8,6,7,5,7,7,4,8,8,9,9,7,6,8,9
674.jpg,landscape,8,6,7,5,7,6,4,7,8,9,8,7,8,8,9
680.jpg,landscape,4,6,7,3,4,3,4,3,6,5,7,5,6,4,5
687.jpg,landscape,6,8,7,4,7,8,5,6,7,8,8,6,8,9,8
694.jpg,landscape,8,7,8,6,7,8,5,9,8,9,9,8,6,8,9
696.jpg,landscape,8,7,6,5,7,6,4,8,6,8,9,7,6,7,9
698.jpg,landscape,7,5,8,6,8,7,4,7,8,9,8,7,9,9,9
700.jpg,landscape,7,5,8,6,7,6,4,7,6,8,9,7,8,8,9
703.jpg,landscape,8,7,6,4,7,8,5,7,6,9,9,7,8,9,9
705.jpg,landscape,8,7,6,5,7,8,4,7,6,9,9,8,8,9,9
706.jpg,landscape,7,6,8,5,7,6,4,7,8,9,9,7,8,8,9
707.jpg,landscape,6,4,7,5,6,7,3,8,7,8,9,6,5,8,9
708.jpg,landscape,8,6,7,7,8,7,5,8,8,9,9,8,7,8,9
717.jpg,landscape,4,2,3,2,2,2,1,3,6,5,9,4,3,1,7
718.jpg,landscape,7,5,8,6,6,7,4,5,8,9,8,7,7,8,9
723.jpg,landscape,8,9,8,6,7,8,5,7,7,9,9,8,8,9,9
747.jpg,landscape,8,6,7,5,7,7,4,8,7,9,8,7,6,8,9
749.jpg,landscape,6,4,5,3,5,4,2,6,7,8,9,7,6,7,8
751.jpg,landscape,8,7,6,5,7,8,4,6,6,9,9,7,8,9,9
753.jpg,landscape,8,9,7,4,8,8,6,7,8,9,9,7,8,9,9
756.jpg,landscape,8,7,6,5,7,8,6,7,8,9,9,8,8,9,9
760.jpg,landscape,6,5,8,7,9,7,6,8,6,9,8,8,10,10,9
769.jpg,landscape,7,4,6,5,6,6,3,6,5,8,8,7,7,7,8
770.jpg,landscape,8,9,7,4,8,8,5,6,8,9,9,7,9,9,8
771.jpg,landscape,8,7,6,5,7,8,6,7,8,9,9,7,8,9,9
775.jpg,landscape,7,5,6,4,7,6,3,6,7,8,8,6,8,8,9
776.jpg,landscape,8,7,6,5,7,8,4,7,6,9,9,8,6,8,9
777.jpg,landscape,6,4,7,5,5,4,5,4,6,5,7,6,6,6,7
794.jpg,landscape,3,2,4,2,6,7,3,5,4,8,6,7,9,9,8
796.jpg,landscape,8,6,7,5,7,8,4,7,8,9,9,7,8,9,9
799.jpg,landscape,8,9,7,6,8,8,6,7,9,9,9,8,8,9,9
804.jpg,landscape,6,5,4,3,5,6,2,4,6,8,9,7,7,8,9
806.jpg,landscape,8,7,6,5,7,8,4,7,6,9,8,7,6,8,9
809.jpg,landscape,7,6,8,5,7,8,4,6,8,9,7,7,9,9,8
810.jpg,landscape,8,6,7,5,7,6,4,7,8,9,8,7,8,9,9
811.jpg,landscape,8,7,8,6,7,8,5,9,8,9,9,8,6,8,9
820.jpg,landscape,8,9,7,9,8,8,8,7,9,8,7,9,8,9,9
826.jpg,landscape,8,7,6,5,7,8,4,6,7,9,9,8,8,9,9
828.jpg,landscape,8,7,6,5,7,8,4,6,7,9,9,7,8,8,9
833.jpg,landscape,6,5,7,4,8,6,5,4,6,8,7,6,9,8,8
837.jpg,landscape,8,7,6,5,7,8,4,6,8,9,9,7,8,9,9
839.jpg,landscape,9,7,8,6,8,8,5,7,9,9,8,7,8,9,9
840.jpg,landscape,8,7,6,5,7,8,4,6,7,9,9,8,8,9,9
843.jpg,landscape,4,3,5,2,4,3,2,2,4,6,7,3,7,6,5
849.jpg,landscape,6,7,5,4,6,6,5,4,7,8,9,6,8,8,9
854.jpg,landscape,8,7,6,5,7,8,6,7,9,8,8,7,6,7,8
870.jpg,landscape,4,5,6,3,7,6,4,3,7,8,7,5,8,8,7
871.jpg,landscape,8,7,6,5,7,6,5,7,8,8,9,6,7,7,8
879.jpg,landscape,7,8,6,5,7,8,4,6,7,9,8,7,8,9,9
880.jpg,landscape,6,7,8,5,7,6,4,5,7,8,8,7,8,9,9
881.jpg,landscape,7,8,8,6,8,7,5,7,9,9,8,7,8,9,9
888.jpg,landscape,6,7,5,4,6,5,3,4,7,8,8,6,7,8,9
889.jpg,landscape,8,7,6,5,7,8,4,6,8,9,9,7,8,9,8
891.jpg,landscape,9,8,7,6,8,8,5,7,8,9,9,7,8,9,9
892.jpg,landscape,6,5,7,4,6,7,3,6,6,8,9,7,8,8,9
895.jpg,landscape,7,8,6,5,7,6,4,8,8,7,9,6,5,4,8
899.jpg,landscape,8,7,6,5,7,8,4,6,7,9,8,7,8,9,9
904.jpg,landscape,8,6,7,5,7,6,4,7,8,9,9,7,8,8,9
905.jpg,landscape,8,6,7,5,7,8,4,7,6,9,9,8,8,9,9
907.jpg,landscape,6,7,5,4,6,7,5,6,4,8,9,7,7,8,9
908.jpg,landscape,8,7,6,5,7,8,4,6,8,9,9,7,8,9,9
909.jpg,landscape,8,7,6,5,7,8,4,6,8,9,9,7,8,9,9
912.jpg,landscape,8,6,7,5,7,8,4,6,8,9,9,8,8,9,9
917.jpg,landscape,7,5,8,4,7,8,3,6,9,8,9,6,8,9,9
922.jpg,landscape,7,6,8,4,8,7,5,6,8,9,8,7,9,9,9
924.jpg,landscape,8,7,9,6,8,8,5,7,9,9,9,7,8,8,9
925.jpg,landscape,6,5,7,4,7,6,5,6,6,8,7,5,8,8,7
930.jpg,landscape,6,7,5,4,6,5,3,7,6,8,8,7,7,8,8
934.jpg,landscape,6,4,5,7,5,6,3,7,6,8,9,8,7,8,9
936.jpg,landscape,8,9,7,6,8,8,5,7,9,9,9,7,8,9,9
940.jpg,landscape,9,7,8,6,8,8,5,9,8,9,10,7,6,8,9
944.jpg,landscape,8,9,8,6,9,8,5,7,8,9,9,7,8,7,8
945.jpg,landscape,8,7,6,5,7,8,4,8,7,9,9,7,8,9,9
957.jpg,landscape,9,6,8,7,8,7,5,8,8,9,9,8,7,8,9
962.jpg,landscape,8,7,8,6,7,8,5,7,8,9,9,8,8,9,9
963.jpg,landscape,8,6,7,5,7,8,4,6,9,8,8,7,8,9,9
967.jpg,landscape,4,3,6,5,7,5,4,4,6,8,7,6,8,8,7
978.jpg,landscape,7,5,8,6,7,6,4,6,7,9,9,7,8,8,9
988.jpg,landscape,8,6,7,5,7,8,4,6,7,9,9,8,8,9,9
989.jpg,landscape,6,4,5,3,6,7,3,5,6,8,9,7,8,8,9
990.jpg,landscape,8,7,6,5,7,8,4,7,6,9,9,8,8,9,9
999.jpg,landscape,8,6,7,4,8,7,5,6,7,9,8,7,9,9,9
1001.jpg,landscape,8,7,8,6,9,8,5,8,7,9,9,7,9,9,9
1002.jpg,landscape,7,8,6,9,7,7,8,6,9,8,7,9,8,7,8
1010.jpg,landscape,8,7,6,5,7,8,4,7,6,9,9,8,8,9,9
1011.jpg,landscape,8,6,7,5,8,7,4,6,7,9,8,7,8,9,9
1018.jpg,landscape,7,6,8,4,7,6,3,5,8,9,9,7,8,8,9
1019.jpg,landscape,8,7,8,7,8,7,6,7,8,9,9,8,8,9,9
1025.jpg,landscape,7,6,8,5,7,6,4,6,5,8,8,7,8,9,9
1027.jpg,landscape,6,5,4,3,8,7,3,6,4,8,9,7,8,8,9
1030.jpg,landscape,8,7,8,6,7,8,5,8,7,9,8,7,6,8,9
1034.jpg,landscape,8,7,8,6,8,7,5,8,7,9,8,7,8,9,9
1035.jpg,landscape,8,6,7,5,7,8,4,7,6,9,9,7,8,8,9
1039.jpg,landscape,7,8,7,6,8,7,5,8,7,9,9,8,7,9,9
1042.jpg,landscape,8,6,7,5,7,7,4,6,6,8,8,7,7,8,9
1044.jpg,landscape,8,7,6,5,8,7,4,7,6,9,8,7,6,8,9
1046.jpg,landscape,8,6,7,5,7,8,4,6,7,9,9,8,8,9,9
1051.jpg,landscape,8,7,6,5,7,8,4,6,7,9,8,7,8,9,9
1052.jpg,landscape,8,6,7,5,7,6,4,7,6,8,8,7,6,8,9
1061.jpg,landscape,9,8,9,7,8,8,6,8,9,8,9,8,8,9,9
1063.jpg,landscape,8,7,8,5,9,8,7,8,7,9,8,8,9,9,9
1074.jpg,landscape,8,7,6,5,7,6,4,7,8,8,9,7,8,8,9
1084.jpg,landscape,8,7,6,4,7,8,5,6,8,9,9,7,8,9,9
1087.jpg,landscape,8,7,6,5,7,8,4,6,5,9,9,7,8,9,9
1088.jpg,landscape,7,6,7,5,8,7,4,6,6,9,9,7,8,9,9
1090.jpg,landscape,8,6,7,5,7,8,4,6,5,9,9,7,8,9,9
1095.jpg,landscape,8,5,6,7,6,7,4,8,7,8,9,8,7,8,9
1096.jpg,landscape,7,5,8,6,7,6,4,8,7,9,9,7,8,8,9
1097.jpg,landscape,7,6,5,8,7,7,8,4,8,9,3,9,8,8,7
1103.jpg,landscape,7,6,5,4,6,7,3,8,6,9,9,8,7,8,9
1105.jpg,landscape,7,6,5,4,7,6,3,5,6,8,8,7,8,8,9
1108.jpg,landscape,7,8,6,4,7,6,5,5,7,8,9,6,8,9,8
1109.jpg,landscape,7,8,8,6,7,8,9,6,7,8,6,8,7,8,8
1116.jpg,landscape,8,6,7,5,7,8,4,6,9,8,8,7,8,9,8
1120.jpg,landscape,7,5,6,4,8,7,3,6,6,9,9,7,8,9,9
1129.jpg,landscape,7,6,5,4,6,7,5,6,5,8,8,7,7,8,8
1130.jpg,landscape,8,7,6,5,7,8,4,7,6,9,8,7,8,9,9
1131.jpg,landscape,8,7,8,6,7,8,5,7,8,9,9,7,8,8,9
1133.jpg,landscape,8,6,7,4,7,8,3,6,7,9,9,7,8,8,9
